season_end_year,date,home_team,away_team,home_goals,away_goals,home_xg,away_xg,b365h,b365d,b365a,bbavh,bbavd,bbava,psh,psd,psa,o_h,o_d,o_a,imp_h_raw,imp_d_raw,imp_a_raw,overround,p_home,p_draw,p_away
2018,2018-04-07,west brom,swansea,1,1,1.2,0.8,2.37,3.2,3.39,NA,NA,NA,2.35,3.25,3.49,2.37,3.2,3.39,0.42194092827004215,0.3125,0.2949852507374631,1.0294261790075052,0.4098797338502171,0.30356717788281706,0.28655308826696596
2018,2018-04-07,man city,man united,2,3,2.6,1.1,1.89,3.79,4.2,NA,NA,NA,1.88,3.85,4.37,1.89,3.79,4.2,0.5291005291005292,0.2638522427440633,0.23809523809523808,1.0310480099398307,0.5131676934533884,0.25590684449258677,0.23092546205402473
2018,2018-04-08,arsenal,southampton,3,2,1.6,2,1.57,4.5,6,NA,NA,NA,1.56,4.45,6.44,1.57,4.5,6,0.6369426751592356,0.2222222222222222,0.16666666666666666,1.0258315640481246,0.6209037599172128,0.21662642290444978,0.16246981717833733
2018,2018-04-08,chelsea,west ham,1,1,1.7,0.3,1.28,6,12,NA,NA,NA,1.28,6.34,11.91,1.28,6,12,0.78125,0.16666666666666666,0.08333333333333333,1.03125,0.7575757575757576,0.1616161616161616,0.0808080808080808
2018,2018-04-14,southampton,chelsea,2,3,1,0.8,4.5,3.75,1.85,NA,NA,NA,4.48,3.74,1.88,4.5,3.75,1.85,0.2222222222222222,0.26666666666666666,0.5405405405405405,1.0294294294294293,0.21586931155192535,0.2590431738623104,0.5250875145857643
2018,2018-04-14,crystal palace,brighton,3,2,2.1,1.5,1.9,3.5,4.75,NA,NA,NA,1.91,3.56,4.64,1.9,3.5,4.75,0.5263157894736842,0.2857142857142857,0.21052631578947367,1.0225563909774436,0.5147058823529411,0.27941176470588236,0.20588235294117646
2018,2018-04-14,huddersfield,watford,1,0,0.8,0.2,2.62,3.25,3,NA,NA,NA,2.72,3.14,2.9,2.62,3.25,3,0.38167938931297707,0.3076923076923077,0.3333333333333333,1.022705030338618,0.37320574162679426,0.3008612440191388,0.325933014354067
2018,2018-04-14,burnley,leicester,2,1,0.9,1.9,2.62,3.2,3,NA,NA,NA,2.67,3.19,3.01,2.62,3.2,3,0.38167938931297707,0.3125,0.3333333333333333,1.0275127226463103,0.37145952638910384,0.30413248723107883,0.3244079863798174
2018,2018-04-14,swansea,everton,1,1,1.3,1.6,2.54,3.25,3.1,NA,NA,NA,2.61,3.13,3.15,2.54,3.25,3.1,0.39370078740157477,0.3076923076923077,0.3225806451612903,1.0239737402551727,0.3844832849946573,0.30048847504197834,0.3150282399633644
2018,2018-04-14,liverpool,bournemouth,3,0,2,0.3,1.25,7,12,NA,NA,NA,1.25,7.15,12.89,1.25,7,12,0.8,0.14285714285714285,0.08333333333333333,1.026190476190476,0.7795823665893272,0.13921113689095127,0.08120649651972157
2018,2018-04-14,tottenham,man city,1,3,0.4,2.9,2.62,3.6,2.7,NA,NA,NA,2.7,3.61,2.68,2.62,3.6,2.7,0.38167938931297707,0.2777777777777778,0.37037037037037035,1.0298275374611252,0.3706245710363761,0.26973232669869596,0.3596431022649279
2018,2018-04-15,newcastle,arsenal,2,1,0.8,1.2,3.29,3.6,2.25,NA,NA,NA,3.27,3.65,2.27,3.29,3.6,2.25,0.303951367781155,0.2777777777777778,0.4444444444444444,1.0261735900033773,0.296198782293895,0.2706927760408096,0.43310844166529533
2018,2018-04-15,man united,west brom,0,1,0.7,0.7,1.18,8,19,NA,NA,NA,1.22,7.05,17.85,1.18,8,19,0.8474576271186441,0.125,0.05263157894736842,1.0250892060660126,0.8267159795496574,0.12194060698357444,0.051343413466768184
2018,2018-04-16,west ham,stoke,1,1,0.8,1.7,2,3.6,4,NA,NA,NA,2.01,3.52,4.19,2,3.6,4,0.5,0.2777777777777778,0.25,1.0277777777777777,0.4864864864864865,0.2702702702702703,0.24324324324324326
2018,2018-04-17,brighton,tottenham,1,1,1.1,1.3,6.5,4.33,1.55,NA,NA,NA,6.56,4.35,1.57,6.5,4.33,1.55,0.15384615384615385,0.23094688221709006,0.6451612903225806,1.0299543263858246,0.14937182155058254,0.22423021710826477,0.6263979613411526
2018,2018-04-18,bournemouth,man united,0,2,1.2,1.3,5,3.89,1.75,NA,NA,NA,4.99,4.07,1.74,5,3.89,1.75,0.2,0.2570694087403599,0.5714285714285714,1.0284979801689313,0.19445833035778048,0.249946440048561,0.5555952295936585
2018,2018-04-19,burnley,chelsea,1,2,0.2,1.7,4,3.39,1.9,NA,NA,NA,4.64,3.55,1.91,4,3.39,1.9,0.25,0.2949852507374631,0.5263157894736842,1.0713010402111474,0.23336111010470634,0.2753523423064382,0.4912865475888554
2018,2018-04-19,leicester,southampton,0,0,0.6,0.8,2.25,3.29,3.2,NA,NA,NA,2.42,3.53,3.08,2.25,3.29,3.2,0.4444444444444444,0.303951367781155,0.3125,1.0608958122255994,0.41893316885855836,0.2865044467877679,0.2945623843536738
2018,2018-04-21,west brom,liverpool,2,2,1.3,1.3,7.5,4.5,1.5,NA,NA,NA,7.57,4.45,1.51,7.5,4.5,1.5,0.13333333333333333,0.2222222222222222,0.6666666666666666,1.0222222222222221,0.13043478260869565,0.21739130434782608,0.6521739130434783
2018,2018-04-21,watford,crystal palace,0,0,0.6,0.3,2.89,3.39,2.54,NA,NA,NA,2.96,3.44,2.55,2.89,3.39,2.54,0.3460207612456747,0.2949852507374631,0.39370078740157477,1.0347067993847125,0.33441431084770645,0.2850906661799032,0.3804950229723904
2018,2018-04-22,arsenal,west ham,4,1,1.8,0.8,1.55,4.59,6,NA,NA,NA,1.55,4.65,6.28,1.55,4.59,6,0.6451612903225806,0.2178649237472767,0.16666666666666666,1.029692880736524,0.6265570078148995,0.21158243183291814,0.16186056035218235
2018,2018-04-22,stoke,burnley,1,1,0.4,1.6,2.29,3.29,3.5,NA,NA,NA,2.27,3.29,3.65,2.29,3.29,3.5,0.4366812227074236,0.303951367781155,0.2857142857142857,1.0263468762028642,0.4254713809068102,0.2961487727284484,0.2783798463647415
2018,2018-04-22,man city,swansea,5,0,3.2,0.3,1.14,9,23,NA,NA,NA,1.14,9.66,23.8,1.14,9,23,0.8771929824561404,0.1111111111111111,0.043478260869565216,1.0317823544368168,0.8501724987678659,0.10768851651059634,0.0421389847215377
2018,2018-04-23,everton,newcastle,1,0,0.7,0.8,2.29,3.39,3.39,NA,NA,NA,2.31,3.35,3.46,2.29,3.39,3.39,0.4366812227074236,0.2949852507374631,0.2949852507374631,1.0266517241823498,0.4253450439146801,0.28732747804265996,0.28732747804265996
2018,2018-04-28,liverpool,stoke,0,0,1.9,0.6,1.33,5.75,10,NA,NA,NA,1.32,5.85,10.1,1.33,5.75,10,0.7518796992481203,0.17391304347826086,0.1,1.025792742726381,0.7329742821632302,0.1695401383090602,0.09748557952770963
2018,2018-04-28,newcastle,west brom,0,1,1.8,0.7,1.85,3.6,4.75,NA,NA,NA,1.93,3.47,4.69,1.85,3.6,4.75,0.5405405405405405,0.2777777777777778,0.21052631578947367,1.028844634107792,0.5253859743451877,0.26999001459405486,0.20462401106075737
2018,2018-04-28,southampton,bournemouth,2,1,1.5,0.7,1.72,4,5,NA,NA,NA,1.71,4.11,5.15,1.72,4,5,0.5813953488372093,0.25,0.2,1.0313953488372094,0.5636978579481398,0.2423900789177001,0.1939120631341601
2018,2018-04-28,huddersfield,everton,0,2,0.6,0.6,2.62,3.1,3.1,NA,NA,NA,2.63,3.1,3.15,2.62,3.1,3.1,0.38167938931297707,0.3225806451612903,0.3225806451612903,1.0268406796355576,0.37170263788968827,0.3141486810551559,0.3141486810551559
2018,2018-04-28,crystal palace,leicester,5,0,3,0.6,2.04,3.6,3.79,NA,NA,NA,2.08,3.57,3.85,2.04,3.6,3.79,0.49019607843137253,0.2777777777777778,0.2638522427440633,1.0318260989532135,0.4750762545439352,0.2692098775748966,0.2557138678811683
2018,2018-04-28,burnley,brighton,0,0,1.5,0.4,2.25,3.2,3.7,NA,NA,NA,2.28,3.2,3.71,2.25,3.2,3.7,0.4444444444444444,0.3125,0.27027027027027023,1.0272147147147146,0.432669468298922,0.30422071989767957,0.2631098118033985
2018,2018-04-28,swansea,chelsea,0,1,0.7,1.5,7,4.33,1.53,NA,NA,NA,7.49,4.5,1.51,7,4.33,1.53,0.14285714285714285,0.23094688221709006,0.6535947712418301,1.0273987963160631,0.13904741116048094,0.22478796261509623,0.6361646262244227
2018,2018-04-29,west ham,man city,1,4,0.2,2.4,10,5.75,1.33,NA,NA,NA,11.03,5.72,1.32,10,5.75,1.33,0.1,0.17391304347826086,0.7518796992481203,1.025792742726381,0.09748557952770963,0.1695401383090602,0.7329742821632302
2018,2018-04-29,man united,arsenal,2,1,1.7,0.5,1.44,4.75,8,NA,NA,NA,1.45,4.83,8.14,1.44,4.75,8,0.6944444444444444,0.21052631578947367,0.125,1.029970760233918,0.674237047551455,0.20440028388928316,0.1213626685592619
2018,2018-04-30,tottenham,watford,2,0,1.4,1.3,1.16,8.5,21,NA,NA,NA,1.16,8.65,21,1.16,8.5,21,0.8620689655172414,0.11764705882352941,0.047619047619047616,1.0273350719598184,0.8391312523505078,0.11451673561489281,0.04635201203459947
2018,2018-05-04,brighton,man united,1,0,1,0.8,4.75,3.6,1.85,NA,NA,NA,4.8,3.59,1.88,4.75,3.6,1.85,0.21052631578947367,0.2777777777777778,0.5405405405405405,1.028844634107792,0.20462401106075737,0.26999001459405486,0.5253859743451877
2018,2018-05-05,stoke,crystal palace,1,2,0.5,1.1,2.7,3.39,2.79,NA,NA,NA,2.74,3.4,2.77,2.7,3.39,2.79,0.37037037037037035,0.2949852507374631,0.35842293906810035,1.023778560175934,0.3617680470928431,0.28813384281730864,0.35009811008984815
2018,2018-05-05,leicester,west ham,0,2,0.5,1.6,2.25,3.5,3.39,NA,NA,NA,2.28,3.41,3.48,2.25,3.5,3.39,0.4444444444444444,0.2857142857142857,0.2949852507374631,1.0251439808961933,0.43354343655796107,0.27870649493011784,0.2877500685119211
2018,2018-05-05,west brom,tottenham,1,0,1.6,1.2,8,4.75,1.44,NA,NA,NA,7.56,4.82,1.46,8,4.75,1.44,0.125,0.21052631578947367,0.6944444444444444,1.029970760233918,0.1213626685592619,0.20440028388928316,0.674237047551455
2018,2018-05-05,bournemouth,swansea,1,0,1.9,1.3,2.1,3.6,3.7,NA,NA,NA,2.11,3.62,3.69,2.1,3.6,3.7,0.47619047619047616,0.2777777777777778,0.27027027027027023,1.0242385242385241,0.4649214659685864,0.27120418848167543,0.2638743455497382
2018,2018-05-05,watford,newcastle,2,1,2.5,0.7,2.37,3.39,3.2,NA,NA,NA,2.41,3.39,3.22,2.37,3.39,3.2,0.42194092827004215,0.2949852507374631,0.3125,1.0294261790075052,0.4098797338502171,0.28655308826696596,0.30356717788281706
2018,2018-05-05,everton,southampton,1,1,0.5,0.7,2.89,3.29,2.62,NA,NA,NA,2.9,3.35,2.66,2.89,3.29,2.62,0.3460207612456747,0.303951367781155,0.38167938931297707,1.0316515183398067,0.33540469344000123,0.29462600730747834,0.3699692992525205
2018,2018-05-06,man city,huddersfield,0,0,0.8,0.2,1.08,13,34,NA,NA,NA,1.09,13.5,26,1.08,13,34,0.9259259259259258,0.07692307692307693,0.029411764705882353,1.032260767554885,0.8969883919149283,0.07451903563600944,0.02849257244906243
2018,2018-05-06,chelsea,liverpool,1,0,0.6,0.5,2.25,3.6,3.29,NA,NA,NA,2.29,3.66,3.22,2.25,3.6,3.29,0.4444444444444444,0.2777777777777778,0.303951367781155,1.0261735900033773,0.43310844166529533,0.2706927760408096,0.296198782293895
2018,2018-05-06,arsenal,burnley,5,0,2.6,0.3,1.57,4.2,6.5,NA,NA,NA,1.57,4.35,6.47,1.57,4.2,6.5,0.6369426751592356,0.23809523809523808,0.15384615384615385,1.0288840671006274,0.61906165672691,0.2314111431098211,0.14952720016326904
2018,2018-05-08,swansea,southampton,0,1,0.5,1.2,3.1,3.25,2.54,NA,NA,NA,3.09,3.31,2.53,3.1,3.25,2.54,0.3225806451612903,0.3076923076923077,0.39370078740157477,1.0239737402551727,0.3150282399633644,0.30048847504197834,0.3844832849946573
2018,2018-05-09,leicester,arsenal,3,1,2.2,1.4,3.75,3.79,2,NA,NA,NA,3.75,3.9,2.01,3.75,3.79,2,0.26666666666666666,0.2638522427440633,0.5,1.03051890941073,0.25876930955022615,0.25603823504309975,0.485192455406674
2018,2018-05-09,chelsea,huddersfield,1,1,1.9,0.7,1.16,8.5,19,NA,NA,NA,1.19,7.77,20.17,1.16,8.5,19,0.8620689655172414,0.11764705882352941,0.05263157894736842,1.0323476032881393,0.8350568769389864,0.11396070320579109,0.050982419855222325
2018,2018-05-09,tottenham,newcastle,1,0,0.8,1,1.18,8.5,17,NA,NA,NA,1.19,7.8,17,1.18,8.5,17,0.8474576271186441,0.11764705882352941,0.058823529411764705,1.0239282153539382,0.827653359298929,0.11489776046738072,0.05744888023369036
2018,2018-05-09,man city,brighton,3,1,1.6,1.2,1.12,10,27,NA,NA,NA,1.13,9.71,24.81,1.12,10,27,0.8928571428571428,0.1,0.037037037037037035,1.0298941798941799,0.8669406627279732,0.09709735422553302,0.03596198304649371
2018,2018-05-10,west ham,man united,0,0,0.6,0.8,4.75,3.79,1.8,NA,NA,NA,4.65,3.88,1.83,4.75,3.79,1.8,0.21052631578947367,0.2638522427440633,0.5555555555555556,1.0299341140890925,0.20440755666751562,0.2561836132376515,0.539408830094833
2018,2018-05-13,swansea,stoke,1,2,3,1.6,1.9,3.79,4.2,NA,NA,NA,1.91,3.72,4.29,1.9,3.79,4.2,0.5263157894736842,0.2638522427440633,0.23809523809523808,1.0282632703129857,0.511849255603074,0.2565998906717258,0.23155085372520015
2018,2018-05-13,liverpool,brighton,4,0,2.8,0.1,1.19,8,15,NA,NA,NA,1.21,7.65,15.44,1.19,8,15,0.8403361344537815,0.125,0.06666666666666667,1.0320028011204483,0.814276989889394,0.12112370224604735,0.06459930786455859
2018,2018-05-13,burnley,bournemouth,1,2,1.1,1.3,2.14,3.5,3.6,NA,NA,NA,2.21,3.57,3.41,2.14,3.5,3.6,0.4672897196261682,0.2857142857142857,0.2777777777777778,1.0307817831182318,0.45333525221270776,0.277182125638627,0.2694826221486652
2018,2018-05-13,crystal palace,west brom,2,0,2.2,0.2,1.8,3.79,4.75,NA,NA,NA,1.75,4.01,4.86,1.8,3.79,4.75,0.5555555555555556,0.2638522427440633,0.21052631578947367,1.0299341140890925,0.539408830094833,0.2561836132376515,0.20440755666751562
2018,2018-05-13,west ham,everton,3,1,1.1,1.6,2.45,3.5,3,NA,NA,NA,2.36,3.51,3.17,2.45,3.5,3,0.4081632653061224,0.2857142857142857,0.3333333333333333,1.0272108843537413,0.3973509933774835,0.27814569536423844,0.3245033112582782
2018,2018-05-13,huddersfield,arsenal,0,1,1.7,2,6,4.33,1.6,NA,NA,NA,5.88,4.48,1.58,6,4.33,1.6,0.16666666666666666,0.23094688221709006,0.625,1.0226135488837567,0.16298108591323987,0.22583984191211068,0.6111790721746495
2018,2018-05-13,newcastle,chelsea,3,0,2.2,1,6.5,4.2,1.6,NA,NA,NA,5.96,4.22,1.61,6.5,4.2,1.6,0.15384615384615385,0.23809523809523808,0.625,1.0169413919413919,0.15128320576316975,0.23412877082395317,0.6145880234128771
2018,2018-05-13,man united,watford,1,0,0.4,0.6,1.39,5.25,8.5,NA,NA,NA,1.4,5.46,7.98,1.39,5.25,8.5,0.7194244604316548,0.19047619047619047,0.11764705882352941,1.0275477097313745,0.7001372818199648,0.18536968032947637,0.11449303785055893
2018,2018-05-13,southampton,man city,0,1,0.5,0.8,9,5,1.39,NA,NA,NA,8.06,5.11,1.42,9,5,1.39,0.1111111111111111,0.2,0.7194244604316548,1.030535571542766,0.10781880235805148,0.19407384424449267,0.6981073533974558
2018,2018-05-13,tottenham,leicester,5,4,1.8,1.4,1.33,6,9,NA,NA,NA,1.33,5.95,9.56,1.33,6,9,0.7518796992481203,0.16666666666666666,0.1111111111111111,1.029657477025898,0.7302231237322516,0.1618661257606491,0.1079107505070994
2019,2018-08-10,man united,leicester,2,1,1.5,1.8,1.57,3.9,7.5,NA,NA,NA,1.58,3.93,7.5,1.57,3.9,7.5,0.6369426751592356,0.25641025641025644,0.13333333333333333,1.0266862649028254,0.6203868668872486,0.24974548231102064,0.1298676508017307
2019,2018-08-11,newcastle,tottenham,1,2,1,2,3.9,3.5,2.04,NA,NA,NA,3.83,3.57,2.08,3.9,3.5,2.04,0.25641025641025644,0.2857142857142857,0.49019607843137253,1.0323206205559148,0.24838238363598414,0.27676894176581085,0.4748486745982049
2019,2018-08-11,fulham,crystal palace,0,2,0.7,1,2.5,3.4,3,NA,NA,NA,2.5,3.46,3,2.5,3.4,3,0.4,0.29411764705882354,0.3333333333333333,1.0274509803921568,0.3893129770992367,0.28625954198473286,0.3244274809160305
2019,2018-08-11,bournemouth,cardiff,2,0,2.2,1.4,1.9,3.6,4.5,NA,NA,NA,1.89,3.63,4.58,1.9,3.6,4.5,0.5263157894736842,0.2777777777777778,0.2222222222222222,1.026315789473684,0.5128205128205129,0.27065527065527073,0.21652421652421655
2019,2018-08-11,watford,brighton,2,0,1.2,0.3,2.37,3.2,3.4,NA,NA,NA,2.43,3.22,3.33,2.37,3.2,3.4,0.42194092827004215,0.3125,0.29411764705882354,1.0285585753288657,0.4102254731920669,0.30382324108287456,0.28595128572505846
2019,2018-08-11,huddersfield,chelsea,0,3,0.3,1.9,6.5,4,1.61,NA,NA,NA,6.41,4.02,1.62,6.5,4,1.61,0.15384615384615385,0.25,0.6211180124223602,1.024964166268514,0.15009905605407298,0.24391096608786855,0.6059899778580585
2019,2018-08-11,wolves,everton,2,2,1,1,2.37,3.3,3.3,NA,NA,NA,2.36,3.4,3.28,2.37,3.3,3.3,0.42194092827004215,0.30303030303030304,0.30303030303030304,1.0280015343306481,0.41044776119402987,0.29477611940298515,0.29477611940298515
2019,2018-08-12,southampton,burnley,0,0,1.1,1.4,1.85,3.5,5,NA,NA,NA,1.86,3.51,4.99,1.85,3.5,5,0.5405405405405405,0.2857142857142857,0.2,1.0262548262548261,0.526711813393529,0.27840481565086533,0.19488337095560576
2019,2018-08-12,liverpool,west ham,4,0,4,0.7,1.25,6.5,14,NA,NA,NA,1.27,6.35,13.25,1.25,6.5,14,0.8,0.15384615384615385,0.07142857142857142,1.0252747252747254,0.780278670953912,0.15005359056806,0.06966773847802786
2019,2018-08-12,arsenal,man city,0,2,0.5,1.7,4,3.8,1.95,NA,NA,NA,4,3.97,1.93,4,3.8,1.95,0.25,0.2631578947368421,0.5128205128205129,1.0259784075573548,0.24366984544557713,0.25649457415323906,0.4998355804011839
2019,2018-08-18,cardiff,newcastle,0,0,0.9,1.6,3.25,3.1,2.54,NA,NA,NA,3.25,3.12,2.54,3.25,3.1,2.54,0.3076923076923077,0.3225806451612903,0.39370078740157477,1.0239737402551727,0.30048847504197834,0.3150282399633644,0.3844832849946573
2019,2018-08-18,west ham,bournemouth,1,2,1.2,1.3,2.1,3.6,3.7,NA,NA,NA,2.09,3.65,3.69,2.1,3.6,3.7,0.47619047619047616,0.2777777777777778,0.27027027027027023,1.0242385242385241,0.4649214659685864,0.27120418848167543,0.2638743455497382
2019,2018-08-18,everton,southampton,2,1,1.5,1.7,1.9,3.5,4.75,NA,NA,NA,1.89,3.56,4.71,1.9,3.5,4.75,0.5263157894736842,0.2857142857142857,0.21052631578947367,1.0225563909774436,0.5147058823529411,0.27941176470588236,0.20588235294117646
2019,2018-08-18,leicester,wolves,2,0,0.2,1.1,2.04,3.5,3.9,NA,NA,NA,2.05,3.56,3.9,2.04,3.5,3.9,0.49019607843137253,0.2857142857142857,0.25641025641025644,1.0323206205559146,0.474848674598205,0.2767689417658109,0.2483823836359842
2019,2018-08-18,tottenham,fulham,3,1,2.9,1.6,1.28,6,12,NA,NA,NA,1.28,6.29,12.44,1.28,6,12,0.78125,0.16666666666666666,0.08333333333333333,1.03125,0.7575757575757576,0.1616161616161616,0.0808080808080808
2019,2018-08-18,chelsea,arsenal,3,2,1.6,2.4,1.8,4,4.5,NA,NA,NA,1.83,3.97,4.46,1.8,4,4.5,0.5555555555555556,0.25,0.2222222222222222,1.0277777777777777,0.5405405405405406,0.24324324324324326,0.21621621621621623
2019,2018-08-19,burnley,watford,1,3,0.6,1.5,2.45,3.1,3.4,NA,NA,NA,2.47,3.08,3.37,2.45,3.1,3.4,0.4081632653061224,0.3225806451612903,0.29411764705882354,1.0248615575262363,0.3982618552805592,0.3147553372378613,0.28698280748157945
2019,2018-08-19,man city,huddersfield,6,1,4.2,0.7,1.1,13,26,NA,NA,NA,1.1,12.39,32.7,1.1,13,26,0.9090909090909091,0.07692307692307693,0.038461538461538464,1.0244755244755246,0.887372013651877,0.0750853242320819,0.03754266211604095
2019,2018-08-19,brighton,man united,3,2,1.7,1.4,5.5,3.6,1.75,NA,NA,NA,5.37,3.56,1.81,5.5,3.6,1.75,0.18181818181818182,0.2777777777777778,0.5714285714285714,1.031024531024531,0.17634709587123865,0.2694191742477257,0.5542337298810357
2019,2018-08-20,crystal palace,liverpool,0,2,0.4,2.6,7,5,1.44,NA,NA,NA,7.34,5.09,1.45,7,5,1.44,0.14285714285714285,0.2,0.6944444444444444,1.0373015873015872,0.13771996939556236,0.19280795715378735,0.6694720734506504
2019,2018-08-25,wolves,man city,1,1,1,1.6,11,6.5,1.28,NA,NA,NA,12.1,6.52,1.27,11,6.5,1.28,0.09090909090909091,0.15384615384615385,0.78125,1.0260052447552448,0.088604898828541,0.14994675186368478,0.7614483493077742
2019,2018-08-25,arsenal,west ham,3,1,1.8,1.1,1.36,5.5,9,NA,NA,NA,1.38,5.52,8.77,1.36,5.5,9,0.7352941176470588,0.18181818181818182,0.1111111111111111,1.0282234105763517,0.7151112395261485,0.17682750650101128,0.10806125397284022
2019,2018-08-25,southampton,leicester,1,2,0.5,0.6,2.45,3.2,3.25,NA,NA,NA,2.45,3.34,3.18,2.45,3.2,3.25,0.4081632653061224,0.3125,0.3076923076923077,1.0283555729984302,0.39690869191871,0.30388321725026235,0.29920809083102756
2019,2018-08-25,huddersfield,cardiff,0,0,0.2,0.9,2.37,3,3.7,NA,NA,NA,2.34,3.1,3.68,2.37,3,3.7,0.42194092827004215,0.3333333333333333,0.27027027027027023,1.0255445318736456,0.4114311130879573,0.3250305793394863,0.2635383075725565
2019,2018-08-25,bournemouth,everton,2,2,2.2,0.6,2.62,3.6,2.75,NA,NA,NA,2.63,3.58,2.77,2.62,3.6,2.75,0.38167938931297707,0.2777777777777778,0.36363636363636365,1.0230935307271185,0.37306402381580434,0.27150770622150205,0.3554282699626936
2019,2018-08-25,liverpool,brighton,1,0,1.6,0.6,1.16,8.5,19,NA,NA,NA,1.17,8.54,21.13,1.16,8.5,19,0.8620689655172414,0.11764705882352941,0.05263157894736842,1.0323476032881393,0.8350568769389864,0.11396070320579109,0.050982419855222325
2019,2018-08-26,watford,crystal palace,2,1,1.2,1,2.6,3.25,3,NA,NA,NA,2.61,3.33,2.96,2.6,3.25,3,0.3846153846153846,0.3076923076923077,0.3333333333333333,1.0256410256410255,0.375,0.30000000000000004,0.325
2019,2018-08-26,fulham,burnley,4,2,1.3,1.5,2,3.4,4.33,NA,NA,NA,1.97,3.47,4.4,2,3.4,4.33,0.5,0.29411764705882354,0.23094688221709006,1.0250645292759137,0.4877741700351202,0.2869259823736001,0.22529984759127952
2019,2018-08-26,newcastle,chelsea,1,2,0.2,1.5,5.75,4,1.66,NA,NA,NA,5.49,4.06,1.68,5.75,4,1.66,0.17391304347826086,0.25,0.6024096385542169,1.0263226820324778,0.169452596656884,0.24358810769427075,0.5869592956488452
2019,2018-08-27,man united,tottenham,0,3,1.5,1.2,2.62,3.3,2.9,NA,NA,NA,2.61,3.36,2.93,2.62,3.3,2.9,0.38167938931297707,0.30303030303030304,0.3448275862068966,1.0295372785501766,0.37072906174943826,0.2943364066010692,0.33493453164949255
2019,2018-09-01,leicester,liverpool,1,2,1,1,7.5,5,1.44,NA,NA,NA,7.5,4.96,1.45,7.5,5,1.44,0.13333333333333333,0.2,0.6944444444444444,1.0277777777777777,0.12972972972972974,0.19459459459459463,0.6756756756756758
2019,2018-09-01,crystal palace,southampton,0,2,2.4,2.7,2,3.5,4.2,NA,NA,NA,1.95,3.5,4.47,2,3.5,4.2,0.5,0.2857142857142857,0.23809523809523808,1.0238095238095237,0.48837209302325585,0.27906976744186046,0.23255813953488372
2019,2018-09-01,brighton,fulham,2,2,2.8,1.6,2.3,3.4,3.4,NA,NA,NA,2.24,3.45,3.47,2.3,3.4,3.4,0.4347826086956522,0.29411764705882354,0.29411764705882354,1.0230179028132993,0.425,0.2875,0.2875
2019,2018-09-01,chelsea,bournemouth,2,0,1.1,0.9,1.3,6,11,NA,NA,NA,1.3,6.3,10.73,1.3,6,11,0.7692307692307692,0.16666666666666666,0.09090909090909091,1.0268065268065267,0.7491486946651532,0.1623155505107832,0.08853575482406358
2019,2018-09-01,everton,huddersfield,1,1,0.8,0.4,1.53,4.2,7.5,NA,NA,NA,1.5,4.3,8.06,1.53,4.2,7.5,0.6535947712418301,0.23809523809523808,0.13333333333333333,1.0250233426704014,0.6376389141920205,0.23228274731280743,0.13007833849517217
2019,2018-09-01,west ham,wolves,0,1,1.1,1,2.6,3.4,2.87,NA,NA,NA,2.58,3.44,2.91,2.6,3.4,2.87,0.3846153846153846,0.29411764705882354,0.3484320557491289,1.0271650874233371,0.3744435917114351,0.28633921719109745,0.33921719109746734
2019,2018-09-01,man city,newcastle,2,1,2,0.5,1.11,11,26,NA,NA,NA,1.12,10.57,27.95,1.11,11,26,0.9009009009009008,0.09090909090909091,0.038461538461538464,1.0302715302715302,0.8744305500351607,0.08823799186718441,0.037331458097654945
2019,2018-09-02,cardiff,arsenal,2,3,1,1.7,6.5,4.33,1.57,NA,NA,NA,6.35,4.54,1.55,6.5,4.33,1.57,0.15384615384615385,0.23094688221709006,0.6369426751592356,1.0217357112224796,0.15057333531200648,0.2260338751796864,0.623392789508307
2019,2018-09-02,watford,tottenham,2,1,0.4,0.6,5.5,4.2,1.64,NA,NA,NA,5.5,4.19,1.66,5.5,4.2,1.64,0.18181818181818182,0.23809523809523808,0.6097560975609756,1.0296695174743955,0.1765791632485644,0.2312346185397867,0.5921862182116489
2019,2018-09-02,burnley,man united,0,2,0.8,2.5,6,3.75,1.7,NA,NA,NA,5.94,3.85,1.68,6,3.75,1.7,0.16666666666666666,0.26666666666666666,0.5882352941176471,1.0215686274509803,0.16314779270633398,0.2610364683301344,0.5758157389635318
2019,2018-09-15,tottenham,liverpool,1,2,1,2.6,3,3.6,2.4,NA,NA,NA,3.03,3.71,2.37,3,3.6,2.4,0.3333333333333333,0.2777777777777778,0.4166666666666667,1.027777777777778,0.3243243243243243,0.27027027027027023,0.4054054054054054
2019,2018-09-15,man city,fulham,3,0,4.8,0.4,1.12,10,26,NA,NA,NA,1.13,10.17,20.82,1.12,10,26,0.8928571428571428,0.1,0.038461538461538464,1.0313186813186812,0.8657432072456047,0.09696323921150773,0.037293553542887596
2019,2018-09-15,huddersfield,crystal palace,0,1,0.9,0.7,3.3,3.1,2.5,NA,NA,NA,3.25,3.23,2.48,3.3,3.1,2.5,0.30303030303030304,0.3225806451612903,0.4,1.0256109481915934,0.2954632100648113,0.3145253526496378,0.39001143728555093
2019,2018-09-15,newcastle,arsenal,1,2,0.4,1,4.2,3.8,1.9,NA,NA,NA,4.2,3.83,1.92,4.2,3.8,1.9,0.23809523809523808,0.2631578947368421,0.5263157894736842,1.0275689223057642,0.23170731707317074,0.25609756097560976,0.5121951219512195
