date,season_end_year,home_team,away_team,b365h,b365d,b365a,bbavh,bbavd,bbava,psh,psd,psa,o_h,o_d,o_a,imp_h_raw,imp_d_raw,imp_a_raw,overround,p_home,p_draw,p_away
2019-08-10,2020,Tottenham,Aston Villa,1.3,5.25,10,NA,NA,NA,1.3,5.84,10.96,1.3,5.25,10,0.7692307692307692,0.19047619047619047,0.1,1.0597069597069597,0.7258900795022467,0.1797442101624611,0.09436571033529209
2019-08-11,2020,Leicester,Wolves,2.2,3.2,3.4,NA,NA,NA,2.21,3.34,3.66,2.2,3.2,3.4,0.45454545454545453,0.3125,0.29411764705882354,1.0611631016042782,0.4283464566929133,0.2944881889763779,0.27716535433070866
2019-08-11,2020,Newcastle,Arsenal,4.5,3.75,1.72,NA,NA,NA,4.58,3.93,1.81,4.5,3.75,1.72,0.2222222222222222,0.26666666666666666,0.5813953488372093,1.0702842377260982,0.20762916465475614,0.2491549975857074,0.5432158377595365
2019-08-11,2020,Man United,Chelsea,2.1,3.3,3.5,NA,NA,NA,2.21,3.37,3.63,2.1,3.3,3.5,0.47619047619047616,0.30303030303030304,0.2857142857142857,1.064935064935065,0.4471544715447154,0.2845528455284553,0.26829268292682923
2019-08-17,2020,Arsenal,Burnley,1.3,5.5,10,NA,NA,NA,1.34,5.68,9.35,1.3,5.5,10,0.7692307692307692,0.18181818181818182,0.1,1.0510489510489511,0.7318695941450432,0.17298735861610112,0.09514304723885562
2019-08-17,2020,Aston Villa,Bournemouth,2.3,3.4,3.1,NA,NA,NA,2.32,3.56,3.17,2.3,3.4,3.1,0.4347826086956522,0.29411764705882354,0.3225806451612903,1.051480900915766,0.41349548842683415,0.2797175362887407,0.3067869752844253
2019-08-17,2020,Brighton,West Ham,2.55,3.25,2.87,NA,NA,NA,2.58,3.38,2.92,2.55,3.25,2.87,0.3921568627450981,0.3076923076923077,0.3484320557491289,1.0482812261865346,0.3740950929472397,0.2935207652355265,0.3323841418172338
2019-08-17,2020,Everton,Watford,1.72,3.8,4.75,NA,NA,NA,1.76,3.95,4.87,1.72,3.8,4.75,0.5813953488372093,0.2631578947368421,0.21052631578947367,1.0550795593635252,0.5510440835266821,0.24941995359628769,0.19953596287703013
2019-08-17,2020,Norwich,Newcastle,2.25,3.3,3.3,NA,NA,NA,2.25,3.42,3.44,2.25,3.3,3.3,0.4444444444444444,0.30303030303030304,0.30303030303030304,1.0505050505050504,0.42307692307692313,0.2884615384615385,0.2884615384615385
2019-08-17,2020,Southampton,Liverpool,6.5,4.75,1.44,NA,NA,NA,7.04,4.72,1.48,6.5,4.75,1.44,0.15384615384615385,0.21052631578947367,0.6944444444444444,1.0588169140800718,0.14530005310674457,0.19883165161975572,0.6558682952734998
2019-08-17,2020,Man City,Tottenham,1.36,5.25,8,NA,NA,NA,1.37,5.42,8.71,1.36,5.25,8,0.7352941176470588,0.19047619047619047,0.125,1.0507703081232491,0.6997667444185273,0.18127290903032325,0.11896034655114963
2019-08-18,2020,Sheffield United,Crystal Palace,2.55,3.1,2.9,NA,NA,NA,2.6,3.21,3.02,2.55,3.1,2.9,0.3921568627450981,0.3225806451612903,0.3448275862068966,1.059565094113285,0.3701111568546727,0.3044462741869082,0.3254425689584191
2019-08-18,2020,Chelsea,Leicester,1.7,3.75,5,NA,NA,NA,1.74,3.79,5.28,1.7,3.75,5,0.5882352941176471,0.26666666666666666,0.2,1.0549019607843138,0.5576208178438662,0.2527881040892193,0.1895910780669145
2019-08-19,2020,Wolves,Man United,3.3,3.3,2.25,NA,NA,NA,3.4,3.29,2.33,3.3,3.3,2.25,0.30303030303030304,0.30303030303030304,0.4444444444444444,1.0505050505050506,0.28846153846153844,0.28846153846153844,0.423076923076923
2019-08-23,2020,Aston Villa,Everton,3.25,3.5,2.15,NA,NA,NA,3.22,3.54,2.31,3.25,3.5,2.15,0.3076923076923077,0.2857142857142857,0.46511627906976744,1.058522872476361,0.2906808305166586,0.269917914051183,0.43940125543215836
2019-08-24,2020,Norwich,Chelsea,4.33,3.75,1.8,NA,NA,NA,4.13,4.07,1.85,4.33,3.75,1.8,0.23094688221709006,0.26666666666666666,0.5555555555555556,1.0531691044393123,0.21928755908581452,0.25320403489108717,0.5275084060230983
2019-08-24,2020,Brighton,Southampton,2.4,3.3,3,NA,NA,NA,2.45,3.28,3.18,2.4,3.3,3,0.4166666666666667,0.30303030303030304,0.3333333333333333,1.053030303030303,0.3956834532374101,0.2877697841726619,0.31654676258992803
2019-08-24,2020,Man United,Crystal Palace,1.33,5.25,9,NA,NA,NA,1.36,5.26,9.59,1.33,5.25,9,0.7518796992481203,0.19047619047619047,0.1111111111111111,1.0534670008354219,0.7137192704203014,0.18080888183980967,0.10547184773988898
2019-08-24,2020,Sheffield United,Leicester,3.3,3.3,2.25,NA,NA,NA,3.52,3.29,2.28,3.3,3.3,2.25,0.30303030303030304,0.30303030303030304,0.4444444444444444,1.0505050505050506,0.28846153846153844,0.28846153846153844,0.423076923076923
2019-08-24,2020,Watford,West Ham,2.05,3.5,3.5,NA,NA,NA,2.16,3.52,3.57,2.05,3.5,3.5,0.48780487804878053,0.2857142857142857,0.2857142857142857,1.059233449477352,0.4605263157894737,0.2697368421052631,0.2697368421052631
2019-08-24,2020,Liverpool,Arsenal,1.5,4.6,6,NA,NA,NA,1.48,4.98,6.47,1.5,4.6,6,0.6666666666666666,0.2173913043478261,0.16666666666666666,1.0507246376811594,0.6344827586206896,0.20689655172413796,0.1586206896551724
2019-08-25,2020,Bournemouth,Man City,15,7.5,1.16,NA,NA,NA,14.88,7.52,1.2,15,7.5,1.16,0.06666666666666667,0.13333333333333333,0.8620689655172414,1.0620689655172415,0.06277056277056277,0.12554112554112554,0.8116883116883117
2019-08-25,2020,Tottenham,Newcastle,1.2,6.5,14,NA,NA,NA,1.26,6.46,12.01,1.2,6.5,14,0.8333333333333334,0.15384615384615385,0.07142857142857142,1.0586080586080586,0.7871972318339101,0.1453287197231834,0.06747404844290657
2019-08-25,2020,Wolves,Burnley,1.85,3.4,4.5,NA,NA,NA,1.83,3.52,5.06,1.85,3.4,4.5,0.5405405405405405,0.29411764705882354,0.2222222222222222,1.056880409821586,0.5114491057997661,0.2782884840381081,0.21026241016212607
2019-08-31,2020,Southampton,Man United,3.8,3.3,2.05,NA,NA,NA,3.83,3.41,2.12,3.8,3.3,2.05,0.2631578947368421,0.30303030303030304,0.48780487804878053,1.0539930758159257,0.24967706218859564,0.28750692009595863,0.46281601771544567
2019-08-31,2020,Chelsea,Sheffield United,1.36,4.75,9,NA,NA,NA,1.36,5.12,10.23,1.36,4.75,9,0.7352941176470588,0.21052631578947367,0.1111111111111111,1.0569315445476435,0.6956875508543532,0.19918633034987795,0.10512611879576893
2019-08-31,2020,Crystal Palace,Aston Villa,2.15,3.3,3.5,NA,NA,NA,2.22,3.44,3.5,2.15,3.3,3.5,0.46511627906976744,0.30303030303030304,0.2857142857142857,1.0538608678143562,0.44134505158578524,0.28754298815437523,0.2711119602598395
2019-08-31,2020,Leicester,Bournemouth,1.7,4,4.75,NA,NA,NA,1.71,4.12,4.95,1.7,4,4.75,0.5882352941176471,0.25,0.21052631578947367,1.0487616099071206,0.5608856088560886,0.23837638376383766,0.2007380073800738
2019-08-31,2020,Man City,Brighton,1.08,10,26,NA,NA,NA,1.08,13.01,34.71,1.08,10,26,0.9259259259259258,0.1,0.038461538461538464,1.0643874643874645,0.8699143468950747,0.0939507494646681,0.03613490364025696
2019-08-31,2020,Newcastle,Watford,2.5,3.25,2.87,NA,NA,NA,2.73,3.22,2.86,2.5,3.25,2.87,0.4,0.3076923076923077,0.3484320557491289,1.0561243634414366,0.37874327479443715,0.2913409806111055,0.3299157445944574
2019-08-31,2020,West Ham,Norwich,1.85,3.9,3.9,NA,NA,NA,1.91,3.93,4.04,1.85,3.9,3.9,0.5405405405405405,0.25641025641025644,0.25641025641025644,1.0533610533610533,0.513157894736842,0.24342105263157898,0.24342105263157898
2019-08-31,2020,Burnley,Liverpool,9.5,5.5,1.3,NA,NA,NA,10.24,5.37,1.34,9.5,5.5,1.3,0.10526315789473684,0.18181818181818182,0.7692307692307692,1.0563121089436878,0.09965156794425088,0.1721254355400697,0.7282229965156795
2019-09-01,2020,Everton,Wolves,2.2,3.25,3.5,NA,NA,NA,2.17,3.36,3.71,2.2,3.25,3.5,0.45454545454545453,0.3076923076923077,0.2857142857142857,1.047952047952048,0.4337464251668255,0.29361296472831266,0.27264061010486174
2019-09-01,2020,Arsenal,Tottenham,2.37,3.6,2.8,NA,NA,NA,2.38,3.67,3,2.37,3.6,2.8,0.42194092827004215,0.2777777777777778,0.35714285714285715,1.056861563190677,0.3992395437262357,0.2628326996197719,0.33792775665399244
2019-09-14,2020,Liverpool,Newcastle,1.14,8.5,17,NA,NA,NA,1.16,8.41,20.6,1.14,8.5,17,0.8771929824561404,0.11764705882352941,0.058823529411764705,1.0536635706914346,0.8325171400587659,0.11165523996082272,0.05582761998041136
2019-09-14,2020,Brighton,Burnley,2.15,3.3,3.5,NA,NA,NA,2.17,3.35,3.75,2.15,3.3,3.5,0.46511627906976744,0.30303030303030304,0.2857142857142857,1.0538608678143562,0.44134505158578524,0.28754298815437523,0.2711119602598395
2019-09-14,2020,Man United,Leicester,1.95,3.5,4,NA,NA,NA,1.99,3.53,4.17,1.95,3.5,4,0.5128205128205129,0.2857142857142857,0.25,1.0485347985347986,0.48908296943231444,0.2724890829694323,0.23842794759825325
2019-09-14,2020,Sheffield United,Southampton,2.45,3.2,3,NA,NA,NA,2.45,3.35,3.12,2.45,3.2,3,0.4081632653061224,0.3125,0.3333333333333333,1.0539965986394557,0.3872529245663574,0.2964905203711174,0.3162565550625252
2019-09-14,2020,Tottenham,Crystal Palace,1.36,5.25,8,NA,NA,NA,1.4,4.92,8.87,1.36,5.25,8,0.7352941176470588,0.19047619047619047,0.125,1.0507703081232491,0.6997667444185273,0.18127290903032325,0.11896034655114963
2019-09-14,2020,Wolves,Chelsea,2.9,3.3,2.5,NA,NA,NA,3.07,3.37,2.48,2.9,3.3,2.5,0.3448275862068966,0.30303030303030304,0.4,1.0478578892371995,0.32907857997606704,0.2891902672516953,0.3817311527722378
2019-09-14,2020,Norwich,Man City,15,9,1.14,NA,NA,NA,18.79,9.48,1.14,15,9,1.14,0.06666666666666667,0.1111111111111111,0.8771929824561404,1.0549707602339182,0.06319290465631928,0.10532150776053213,0.8314855875831485
2019-09-15,2020,Bournemouth,Everton,2.9,3.5,2.4,NA,NA,NA,3.05,3.53,2.41,2.9,3.5,2.4,0.3448275862068966,0.2857142857142857,0.4166666666666667,1.047208538587849,0.3292826342610741,0.2728341826734614,0.39788318306546455
2019-09-15,2020,Watford,Arsenal,3.6,3.6,2,NA,NA,NA,3.66,3.74,2.06,3.6,3.6,2,0.2777777777777778,0.2777777777777778,0.5,1.0555555555555556,0.2631578947368421,0.2631578947368421,0.47368421052631576
2019-09-16,2020,Aston Villa,West Ham,2.62,3.5,2.6,NA,NA,NA,2.65,3.6,2.69,2.62,3.5,2.6,0.38167938931297707,0.2857142857142857,0.3846153846153846,1.0520090596426472,0.36280998325492386,0.27158918746511446,0.36560082927996174
2019-09-20,2020,Southampton,Bournemouth,2.05,3.6,3.5,NA,NA,NA,2.12,3.65,3.55,2.05,3.6,3.5,0.48780487804878053,0.2777777777777778,0.2857142857142857,1.0512969415408442,0.46400294605045106,0.2642238998342846,0.27177315411526415
2019-09-21,2020,Leicester,Tottenham,2.87,3.5,2.37,NA,NA,NA,2.92,3.53,2.5,2.87,3.5,2.37,0.3484320557491289,0.2857142857142857,0.42194092827004215,1.0560872697334567,0.32992733246095163,0.27054041261798034,0.39953225492106803
2019-09-21,2020,Burnley,Norwich,2,3.8,3.5,NA,NA,NA,2.02,3.8,3.73,2,3.8,3.5,0.5,0.2631578947368421,0.2857142857142857,1.0488721804511276,0.4767025089605736,0.2508960573476703,0.2724014336917563
2019-09-21,2020,Everton,Sheffield United,1.61,3.75,6,NA,NA,NA,1.69,3.8,5.76,1.61,3.75,6,0.6211180124223602,0.26666666666666666,0.16666666666666666,1.0544513457556937,0.5890437855880619,0.25289613194580796,0.15806008246612996
2019-09-21,2020,Man City,Watford,1.1,11,21,NA,NA,NA,1.11,10.69,27.58,1.1,11,21,0.9090909090909091,0.09090909090909091,0.047619047619047616,1.0476190476190477,0.8677685950413222,0.08677685950413223,0.04545454545454545
2019-09-21,2020,Newcastle,Brighton,2.5,3.2,3,NA,NA,NA,2.55,3.15,3.16,2.5,3.2,3,0.4,0.3125,0.3333333333333333,1.0458333333333334,0.38247011952191234,0.298804780876494,0.31872509960159356
2019-09-22,2020,Crystal Palace,Wolves,2.62,3.1,2.87,NA,NA,NA,2.68,3.15,2.98,2.62,3.1,2.87,0.38167938931297707,0.3225806451612903,0.3484320557491289,1.0526920902233963,0.36257457698953477,0.30643399732663906,0.33099142568382617
2019-09-22,2020,West Ham,Man United,3.1,3.6,2.2,NA,NA,NA,3.33,3.56,2.24,3.1,3.6,2.2,0.3225806451612903,0.2777777777777778,0.45454545454545453,1.0549038774845227,0.30579150579150577,0.2633204633204633,0.43088803088803085
2019-09-22,2020,Arsenal,Aston Villa,1.4,4.75,8,NA,NA,NA,1.43,4.86,8.01,1.4,4.75,8,0.7142857142857143,0.21052631578947367,0.125,1.0498120300751879,0.6803939122649956,0.20053715308863027,0.11906893464637423
2019-09-22,2020,Chelsea,Liverpool,3.5,3.75,2,NA,NA,NA,3.66,3.66,2.08,3.5,3.75,2,0.2857142857142857,0.26666666666666666,0.5,1.0523809523809524,0.27149321266968324,0.25339366515837103,0.4751131221719457
2019-09-28,2020,Sheffield United,Liverpool,9,5.25,1.33,NA,NA,NA,9.4,5.22,1.36,9,5.25,1.33,0.1111111111111111,0.19047619047619047,0.7518796992481203,1.0534670008354219,0.10547184773988898,0.18080888183980967,0.7137192704203014
2019-09-28,2020,Aston Villa,Burnley,2.3,3.4,3.1,NA,NA,NA,2.39,3.45,3.15,2.3,3.4,3.1,0.4347826086956522,0.29411764705882354,0.3225806451612903,1.051480900915766,0.41349548842683415,0.2797175362887407,0.3067869752844253
2019-09-28,2020,Bournemouth,West Ham,2.5,3.5,2.75,NA,NA,NA,2.49,3.62,2.86,2.5,3.5,2.75,0.4,0.2857142857142857,0.36363636363636365,1.0493506493506493,0.38118811881188125,0.2722772277227723,0.34653465346534656
2019-09-28,2020,Chelsea,Brighton,1.4,4.75,8,NA,NA,NA,1.44,4.65,8.41,1.4,4.75,8,0.7142857142857143,0.21052631578947367,0.125,1.0498120300751879,0.6803939122649956,0.20053715308863027,0.11906893464637423
2019-09-28,2020,Crystal Palace,Norwich,1.9,3.75,3.75,NA,NA,NA,1.97,3.78,3.96,1.9,3.75,3.75,0.5263157894736842,0.26666666666666666,0.26666666666666666,1.0596491228070175,0.4966887417218543,0.25165562913907286,0.25165562913907286
2019-09-28,2020,Tottenham,Southampton,1.4,4.75,8,NA,NA,NA,1.44,4.69,8.18,1.4,4.75,8,0.7142857142857143,0.21052631578947367,0.125,1.0498120300751879,0.6803939122649956,0.20053715308863027,0.11906893464637423
2019-09-28,2020,Wolves,Watford,1.85,3.4,4.5,NA,NA,NA,1.9,3.5,4.69,1.85,3.4,4.5,0.5405405405405405,0.29411764705882354,0.2222222222222222,1.056880409821586,0.5114491057997661,0.2782884840381081,0.21026241016212607
2019-09-28,2020,Everton,Man City,10,5.5,1.3,NA,NA,NA,10.21,6.03,1.3,10,5.5,1.3,0.1,0.18181818181818182,0.7692307692307692,1.051048951048951,0.09514304723885564,0.17298735861610115,0.7318695941450433
2019-09-29,2020,Leicester,Newcastle,1.5,4,7.5,NA,NA,NA,1.53,4.21,7.27,1.5,4,7.5,0.6666666666666666,0.25,0.13333333333333333,1.05,0.6349206349206349,0.23809523809523808,0.12698412698412698
2019-09-30,2020,Man United,Arsenal,2.37,3.5,2.9,NA,NA,NA,2.41,3.56,3.03,2.37,3.5,2.9,0.42194092827004215,0.2857142857142857,0.3448275862068966,1.0524828001912243,0.40090054506675094,0.2714669405166285,0.32763251441662067
2019-10-05,2020,Brighton,Tottenham,3.9,3.6,1.9,NA,NA,NA,3.97,3.67,2,3.9,3.6,1.9,0.25641025641025644,0.2777777777777778,0.5263157894736842,1.0605038236617186,0.2417815482502651,0.2619300106044538,0.4962884411452809
2019-10-05,2020,Burnley,Everton,2.87,3.3,2.5,NA,NA,NA,3.01,3.36,2.52,2.87,3.3,2.5,0.3484320557491289,0.30303030303030304,0.4,1.0514623587794318,0.3313785347043702,0.28819890745501286,0.380422557840617
2019-10-05,2020,Liverpool,Leicester,1.44,4.75,7,NA,NA,NA,1.47,4.77,7.18,1.44,4.75,7,0.6944444444444444,0.21052631578947367,0.14285714285714285,1.0478279030910609,0.6627466613514053,0.20091688259916285,0.13633645604943193
2019-10-05,2020,Norwich,Aston Villa,2.37,3.6,2.8,NA,NA,NA,2.46,3.61,2.91,2.37,3.6,2.8,0.42194092827004215,0.2777777777777778,0.35714285714285715,1.056861563190677,0.3992395437262357,0.2628326996197719,0.33792775665399244
2019-10-05,2020,Watford,Sheffield United,2.05,3.4,3.6,NA,NA,NA,2.14,3.43,3.73,2.05,3.4,3.6,0.48780487804878053,0.29411764705882354,0.2777777777777778,1.059700302885382,0.4603234298608499,0.27754795035727714,0.26212861978187285
2019-10-05,2020,West Ham,Crystal Palace,1.95,3.6,3.8,NA,NA,NA,2.02,3.65,3.92,1.95,3.6,3.8,0.5128205128205129,0.2777777777777778,0.2631578947368421,1.0537561853351327,0.4866595517609392,0.26360725720384204,0.24973319103521877
2019-10-06,2020,Arsenal,Bournemouth,1.44,4.75,7,NA,NA,NA,1.44,5.08,7.13,1.44,4.75,7,0.6944444444444444,0.21052631578947367,0.14285714285714285,1.0478279030910609,0.6627466613514053,0.20091688259916285,0.13633645604943193
2019-10-06,2020,Man City,Wolves,1.12,9,21,NA,NA,NA,1.13,9.61,23.95,1.12,9,21,0.8928571428571428,0.1111111111111111,0.047619047619047616,1.0515873015873016,0.8490566037735848,0.10566037735849056,0.045283018867924525
2019-10-06,2020,Southampton,Chelsea,4,3.8,1.85,NA,NA,NA,4.09,3.97,1.88,4,3.8,1.85,0.25,0.2631578947368421,0.5405405405405405,1.0536984352773824,0.23725953425582186,0.249746878164023,0.5129935875801553
2019-10-06,2020,Newcastle,Man United,4.5,3.5,1.85,NA,NA,NA,4.51,3.51,1.93,4.5,3.5,1.85,0.2222222222222222,0.2857142857142857,0.5405405405405405,1.0484770484770483,0.2119476268412439,0.27250409165302786,0.5155482815057284
2019-10-19,2020,Everton,West Ham,1.95,3.75,3.75,NA,NA,NA,1.99,3.76,3.88,1.95,3.75,3.75,0.5128205128205129,0.26666666666666666,0.26666666666666666,1.0461538461538462,0.4901960784313726,0.2549019607843137,0.2549019607843137
2019-10-19,2020,Aston Villa,Brighton,2.35,3.4,3,NA,NA,NA,2.39,3.51,3.09,2.35,3.4,3,0.425531914893617,0.29411764705882354,0.3333333333333333,1.0529828952857738,0.4041204437400951,0.2793185419968304,0.3165610142630745
2019-10-19,2020,Bournemouth,Norwich,1.72,4.2,4.2,NA,NA,NA,1.72,4.47,4.45,1.72,4.2,4.2,0.5813953488372093,0.23809523809523808,0.23809523809523808,1.0575858250276855,0.549738219895288,0.225130890052356,0.225130890052356
2019-10-19,2020,Chelsea,Newcastle,1.3,5.5,10,NA,NA,NA,1.32,5.7,10.32,1.3,5.5,10,0.7692307692307692,0.18181818181818182,0.1,1.0510489510489511,0.7318695941450432,0.17298735861610112,0.09514304723885562
2019-10-19,2020,Leicester,Burnley,1.57,4,6,NA,NA,NA,1.57,4.12,6.69,1.57,4,6,0.6369426751592356,0.25,0.16666666666666666,1.0536093418259023,0.6045340050377834,0.23727959697732998,0.15818639798488665
2019-10-19,2020,Tottenham,Watford,1.4,5,7.5,NA,NA,NA,1.43,5,7.67,1.4,5,7.5,0.7142857142857143,0.2,0.13333333333333333,1.0476190476190477,0.6818181818181818,0.19090909090909092,0.12727272727272726
2019-10-19,2020,Wolves,Southampton,1.8,3.6,4.5,NA,NA,NA,1.88,3.61,4.61,1.8,3.6,4.5,0.5555555555555556,0.2777777777777778,0.2222222222222222,1.0555555555555556,0.5263157894736842,0.2631578947368421,0.21052631578947367
2019-10-19,2020,Crystal Palace,Man City,12,7,1.22,NA,NA,NA,12.88,6.95,1.24,12,7,1.22,0.08333333333333333,0.14285714285714285,0.819672131147541,1.0458626073380173,0.07967904459787273,0.13659264788206754,0.7837283075200596
2019-10-20,2020,Man United,Liverpool,5.25,3.8,1.65,NA,NA,NA,5.08,4.06,1.71,5.25,3.8,1.65,0.19047619047619047,0.2631578947368421,0.6060606060606061,1.0596946912736387,0.1797462911201892,0.24833369167920874,0.571920017200602
2019-10-21,2020,Sheffield United,Arsenal,3.9,3.75,1.9,NA,NA,NA,3.96,3.83,1.96,3.9,3.75,1.9,0.25641025641025644,0.26666666666666666,0.5263157894736842,1.0493927125506073,0.24434156378600827,0.25411522633744854,0.5015432098765432
2019-10-25,2020,Southampton,Leicester,3.1,3.4,2.3,NA,NA,NA,3.25,3.34,2.38,3.1,3.4,2.3,0.3225806451612903,0.29411764705882354,0.4347826086956522,1.0514809009157662,0.3067869752844252,0.27971753628874063,0.41349548842683403
2019-10-26,2020,Man City,Aston Villa,1.08,11,26,NA,NA,NA,1.09,12.5,29.54,1.08,11,26,0.9259259259259258,0.09090909090909091,0.038461538461538464,1.0552965552965552,0.8774082709534912,0.08614553932997915,0.03644618971652964
2019-10-26,2020,Brighton,Everton,2.9,3.25,2.5,NA,NA,NA,2.9,3.37,2.6,2.9,3.25,2.5,0.3448275862068966,0.3076923076923077,0.4,1.0525198938992042,0.3276209677419355,0.2923387096774194,0.3800403225806452
2019-10-26,2020,Watford,Bournemouth,2.15,3.6,3.25,NA,NA,NA,2.21,3.52,3.44,2.15,3.6,3.25,0.46511627906976744,0.2777777777777778,0.3076923076923077,1.050586364539853,0.4427206508371961,0.2644026109166588,0.29287673824614513
2019-10-26,2020,West Ham,Sheffield United,2.1,3.5,3.5,NA,NA,NA,2.15,3.46,3.66,2.1,3.5,3.5,0.47619047619047616,0.2857142857142857,0.2857142857142857,1.0476190476190474,0.4545454545454546,0.27272727272727276,0.27272727272727276
2019-10-26,2020,Burnley,Chelsea,4.5,4,1.72,NA,NA,NA,4.61,4.17,1.75,4.5,4,1.72,0.2222222222222222,0.25,0.5813953488372093,1.0536175710594315,0.21091354996934394,0.23727774371551194,0.5518087063151441
2019-10-27,2020,Newcastle,Wolves,3,3.1,2.55,NA,NA,NA,3.09,3.11,2.62,3,3.1,2.55,0.3333333333333333,0.3225806451612903,0.3921568627450981,1.0480708412397217,0.3180446590223295,0.30778515389257693,0.3741701870850936
2019-10-27,2020,Arsenal,Crystal Palace,1.45,4.75,6.5,NA,NA,NA,1.51,4.66,6.54,1.45,4.75,6.5,0.6896551724137931,0.21052631578947367,0.15384615384615385,1.0540276420494208,0.6543046357615894,0.1997350993377483,0.14596026490066225
2019-10-27,2020,Liverpool,Tottenham,1.5,4.33,6.5,NA,NA,NA,1.55,4.48,6.22,1.5,4.33,6.5,0.6666666666666666,0.23094688221709006,0.15384615384615385,1.0514597027299106,0.6340391980175715,0.2196440639783735,0.14631673800405498
2019-10-27,2020,Norwich,Man United,4.33,4,1.75,NA,NA,NA,4.37,3.96,1.83,4.33,4,1.75,0.23094688221709006,0.25,0.5714285714285714,1.0523754536456615,0.21945293518300807,0.23755780233560622,0.5429892624813857
2019-11-02,2020,Bournemouth,Man United,3.25,3.6,2.15,NA,NA,NA,3.41,3.6,2.19,3.25,3.6,2.15,0.3076923076923077,0.2777777777777778,0.46511627906976744,1.050586364539853,0.29287673824614513,0.2644026109166588,0.4427206508371961
2019-11-02,2020,Arsenal,Wolves,1.75,3.75,4.75,NA,NA,NA,1.79,3.81,4.81,1.75,3.75,4.75,0.5714285714285714,0.26666666666666666,0.21052631578947367,1.0486215538847117,0.5449330783938815,0.25430210325047803,0.20076481835564056
2019-11-02,2020,Aston Villa,Liverpool,9,5,1.33,NA,NA,NA,8.36,5.63,1.36,9,5,1.33,0.1111111111111111,0.2,0.7518796992481203,1.0629908103592314,0.10452687834014461,0.1881483810122603,0.7073247406475951
2019-11-02,2020,Brighton,Norwich,1.72,4.2,4.33,NA,NA,NA,1.71,4.24,4.8,1.72,4.2,4.33,0.5813953488372093,0.23809523809523808,0.23094688221709006,1.0504374691495375,0.553479255940787,0.22666293338527463,0.21985781067393842
2019-11-02,2020,Man City,Southampton,1.07,13,23,NA,NA,NA,1.08,13.13,33.77,1.07,13,23,0.9345794392523364,0.07692307692307693,0.043478260869565216,1.0549807770449786,0.8858734297226831,0.07291419767717469,0.04121237260014221
2019-11-02,2020,Sheffield United,Burnley,2.25,3.2,3.4,NA,NA,NA,2.33,3.26,3.43,2.25,3.2,3.4,0.4444444444444444,0.3125,0.29411764705882354,1.051062091503268,0.42285270112708895,0.29731830547998445,0.27982899339292655
2019-11-02,2020,West Ham,Newcastle,1.75,3.8,4.5,NA,NA,NA,1.79,3.87,4.69,1.75,3.8,4.5,0.5714285714285714,0.2631578947368421,0.2222222222222222,1.0568086883876355,0.540711462450593,0.24901185770750991,0.21027667984189727
2019-11-02,2020,Watford,Chelsea,5,4.33,1.61,NA,NA,NA,5.13,4.21,1.68,5,4.33,1.61,0.2,0.23094688221709006,0.6211180124223602,1.0520648946394502,0.1901023416131962,0.21951771548867918,0.5903799428981247
2019-11-03,2020,Crystal Palace,Leicester,3.5,3.4,2.1,NA,NA,NA,3.57,3.42,2.2,3.5,3.4,2.1,0.2857142857142857,0.29411764705882354,0.47619047619047616,1.0560224089635852,0.27055702917771884,0.2785145888594165,0.4509283819628648
2019-11-03,2020,Everton,Tottenham,2.7,3.4,2.6,NA,NA,NA,2.74,3.55,2.63,2.7,3.4,2.6,0.37037037037037035,0.29411764705882354,0.3846153846153846,1.0491034020445784,0.3530351437699681,0.2803514376996806,0.36661341853035145
2019-11-08,2020,Norwich,Watford,2.7,3.5,2.55,NA,NA,NA,2.7,3.58,2.65,2.7,3.5,2.55,0.37037037037037035,0.2857142857142857,0.3921568627450981,1.0482415188297542,0.3533254156769596,0.2725653206650831,0.37410926365795727
2019-11-09,2020,Chelsea,Crystal Palace,1.33,5,10,NA,NA,NA,1.34,5.41,9.74,1.33,5,10,0.7518796992481203,0.2,0.1,1.0518796992481203,0.7147962830593281,0.1901358112937813,0.09506790564689065
2019-11-09,2020,Burnley,West Ham,2.25,3.5,3.1,NA,NA,NA,2.27,3.59,3.24,2.25,3.5,3.1,0.4444444444444444,0.2857142857142857,0.3225806451612903,1.0527393753200205,0.42217898832684825,0.2714007782101167,0.306420233463035
2019-11-09,2020,Newcastle,Bournemouth,2.55,3.25,2.8,NA,NA,NA,2.69,3.25,2.88,2.55,3.25,2.8,0.3921568627450981,0.3076923076923077,0.35714285714285715,1.056992027580263,0.37101212924268684,0.2911018244827235,0.33788604627458974
2019-11-09,2020,Southampton,Everton,2.9,3.3,2.45,NA,NA,NA,3.11,3.44,2.41,2.9,3.3,2.45,0.3448275862068966,0.30303030303030304,0.4081632653061224,1.056021154543322,0.32653473344103395,0.28695476575121165,0.3865105008077544
2019-11-09,2020,Tottenham,Sheffield United,1.57,4,6,NA,NA,NA,1.6,4.21,6.09,1.57,4,6,0.6369426751592356,0.25,0.16666666666666666,1.0536093418259023,0.6045340050377834,0.23727959697732998,0.15818639798488665
2019-11-09,2020,Leicester,Arsenal,2,3.75,3.5,NA,NA,NA,1.98,3.91,3.79,2,3.75,3.5,0.5,0.26666666666666666,0.2857142857142857,1.0523809523809522,0.4751131221719458,0.2533936651583711,0.2714932126696833
